id-enccre,headword,text,coordinates,meridian,coordinates_txt,gpt_preds
v3-789-0,CHOLET,"CHOLET, (Géog.)​ petite ville de France dans la province d’Anjou, sur la Moine. Long. 19. 40. lat. 47. 10.","[[""47 10' N 19 40' E""]]",,47 10' N 19 40' E,47 10' N 19 40' E
v3-905-0,CICLUT,"CICLUT, (Géog. mod.)​ fort de la Dalmatie. Long. 35. 53. lat. 43. 25.","[[""43 25' N 35 53' E""]]",,43 25' N 35 53' E,43 25' N 35 53' E
v3-926-0,CILLEY,"CILLEY, (Géog.)​ petite ville d’Allemagne au cercle d’Autriche dans la Carniole, sur la Saan, capitale d’un comté de même nom. Longit. 33. 20. lat. 46. 28.","[[""46 28' N 33 20' E""]]",,46 28' N 33 20' E,46 28' N 33 20' E
v3-989-0,CIRENZA ou ACERENZA,"CIRENZA ou ACERENZA, (Géog.)​ ville d’Italie au royaume de Naples, capitale de la Basilicate, sur la riviere de Branduno. Long. 33. 40. lat. 40. 48.","[[""40 48' N 33 40' E""]]",,40 48' N 33 40' E,40 48' N 33 40' E
v4-1071-0,"CREST, (le)","CREST (le) Géog. mod.​ petite ville de France en Auvergne, près de l’Allier. Il y a une autre petite ville de ce nom en France dans le Dauphiné, sur la Dorme. Long. 22. 44. lat. 44. 45.","[[""44 45' N 22 44' E""]]",,44 45' N 22 44' E,44 45' N 22 44' E
v4-1149-0,CROIA,"CROIA, (Géog.)​ ville forte de la Turquie, en Europe, dans l’Albanie, proche du golfe de Venise, sur l’Hisino. Long. 37. 18. lat. 41. 46.","[[""41 46' N 37 18' E""]]",,41 46' N 37 18' E,41 46' N 37 18' E
v4-1317-0,CULMBACH,"CULMBACH, (Géog. mod.)​ ville d’Allemagne au cercle de Franconie, capitale du marggraviat de même nom, sur le Mein. Long. 29. 3. latit. 50. 12.","[[""50 12' N 29 3' E""]]",,50 12' N 29 3' E,50 12' N 29 3' E
v4-1328-0,"CUMANA, (la)","CUMANA, (la) Géog. mod.​ ville de l’Amérique méridionale dans la Terre-ferme, capitale de la province de même nom. Long. 314. lat. 9. 46.","[[""9 46' N 314 E""]]",,9 46' N 314 E,9 46' N 314 O
v4-1480-0,CZIRCATSI,"CZIRCATSI, (Géog. mod.)​ petite ville de Pologne dans l’Ukraine, au palatinat de Kioire, près du Nieper. Long. 50. 40. lat. 49.","[[""49 N 50 40' E""]]",,49 N 50 40' E,49 N 50 40' E
v4-1489-0,DACHSTEIN,"DACHSTEIN, (Géog. mod.)​ petite ville de la basse Alsace. Long. 25. 20. lat. 48. 35.","[[""48 35' N 25 20' E""]]",,48 35' N 25 20' E,48 35' N 25 20' E
v4-1516-0,DALEM,"DALEM, (Géog. mod.)​ petite ville des Provinces-unies, sur la riviere de Bervine. Long. 23. 34. lat. 50. 40.","[[""50 40' N 23 34' E""]]",,50 40' N 23 34' E,50 40' N 23 34' E
v4-1526-0,DAMAN,"DAMAN, (Géog. mod.)​ ville des Indiens, à l’entrée méridionale du golfe de Cambaye. La riviere de Daman la traverse & la divise en deux parties, dont l’une s’appelle le nouveau Daman, & l’antre le vieux. Elle appartient aux Portugais. Long. 90. 10. latit. 21. 5.","[[""21 5' N 90 10' E""]]",,21 5' N 90 10' E,21 5' N 90 10' E
v4-1527-0,DAMAR,"DAMAR, (Géog. mod.)​ ville de l’Arabie heureuse en Asie. Long. 67. lat. 16.",[['16 N 67 E']],,16 N 67 E,16 N 67 E
v4-1529-2,Damas,"Damas, (Géog. mod.)​ ville d’Asie, capitale de la Syrie. Elle est renommée par ses raisins, ses manufactures en soie, ses sabres, & ses couteaux : elle est située sur la riviere de Paradi. Long. 54. 53. lat. 33.","[[""33 N 54 53' E""]]",,33 N 54 53' E,33 N 54 53' E
v4-1546-0,DAMIETTE,"DAMIETTE, (Géogr. mod.)​ ville d’Afrique en Egypte, sur l’une des bouches orientales du Nil. Long. 50. lat. 31.",[['31 N 50 E']],,31 N 50 E,31 N 50 E
v4-1552-0,DAMVILLIERS,"DAMVILLIERS, (Géog. mod.)​ ville de France au duché de Luxembourg ; elle est située sur une montagne. Long. 23. 8. lat. 49. 22.​","[[""49 22' N 23 8' E""]]",,49 22' N 23 8' E,49 22' N 23 8' E
v4-1599-0,DARMSTADT,"DARMSTADT, (Géog. mod.)​ ville d’Allemagne au cercle du haut-Rhin ; c’est la capitale du landgraviat de Hesse Darmstadt ; elle est située sur la riviere de même nom. Long. 26. 15. lat. 49. 50.","[[""49 50' N 26 15' E""]]",,49 50' N 26 15' E,49 50' N 26 15' E
v4-1624-0,DAUMA,"DAUMA, (Géog. mod.)​ royaume & ville d’Afrique, à la Négritie. Long. 94. 10. lat. 8.","[[""8 N 94 10' E""]]",,8 N 94 10' E,8 N 94 10 E
v4-1967-0,DELHI ou DELI,"DELHI ou DELI, (Géog. mod.)​ ville de l’Indostan, située sur le Gemma. Long. 97. lat. 28. 20.","[[""28 20' N 97 E""]]",,28 20' N 97 E,28 20' N 97 E
v4-2023-0,DEMETRIOWITZ,"DEMETRIOWITZ, (Géog. mod.)​ ville de Russie au duché de Smolenskau, située sur l’Ugra. Long. 54. lat. 52. 30.","[[""52 30' N 54 E""]]",,52 30' N 54 E,52 30' N 54 E
v4-2045-0,DEMIKIN,"DEMIKIN, (Géogr. mod.)​ ville d’Allemagne, au duché de Stétin, en Poméranie ; elle est située sur la Peene. Long. 32. 20. lat. 54. 3.","[[""54 3' N 32 20' E""]]",,54 3' N 32 20' E,54 3' N 32 20' E
v4-2322-0,DEVELTO ou ZAGORIN,"DEVELTO ou ZAGORIN, (Géog. mod.)​ ville de la Bulgarie, dans la Turquie européenne ; elle est sur le Paniza. Long. 45. 8. lat. 42. 33.","[[""42 33' N 45 8' E""]]",,42 33' N 45 8' E,42 33' N 45 8' E
v4-2496-0,DIESSENHOFEN,"DIESSENHOFEN, (Géog. mod.)​ ville de Suisse au canton de Schaffouse ; elle est située sur le Rhin. Long. 26. 25. lat. 47. 45.","[[""47 45' N 26 25' E""]]",,47 45' N 26 25' E,47 45' N 26 25' E
v4-2542-0,DILLINGUE ou DILLINGEN,"DILLINGUE ou DILLINGEN, (Géogr. mod.)​ ville de la Suabe, en Allemagne : elle est située près du Danube. Long. 29. 10. lat. 48. 38.","[[""48 38' N 29 10' E""]]",,48 38' N 29 10' E,48 38' N 29 10' E
v4-2558-0,DINAN,"DINAN, (Géog. mod.)​ ville de Bretagne, en France ; elle est située sur la Rance. Lat. 48. 27. 16. long. 15. 26. 40.","[['48 27\' 16"" N 15 26\' 40"" E']]",,"48 27' 16"" N 15 26' 40"" E","48 27' 16"" N 15 26' 40"" E"
v4-2572-0,DINGLE,"DINGLE, (Géogr. mod.)​ ville maritime de la Monne en Irlande. Long. 7. 25. lat. 52. 6.","[[""52 6' N 7 25' E""]]",,52 6' N 7 25' E,52 6' N 7 25' O
v4-305-0,CONVERSANO,"CONVERSANO, (Géog.)​ ville d’Italie au royaume de Naples, dans le territoire de Bari. Long. 34. 50. lat. 41. 10.","[[""41 10' N 34 50' E""]]",,41 10' N 34 50' E,41 10' N 34 50' E
v4-463-0,CORFOU,"CORFOU, (Géog. mod.)​ île très-considérable à l’embouchure du golfe de Venise. La capitale s’appelle de même, & appartient aux Vénitiens ; elle est très-bien fortifiée contre les entreprises des Turcs. Long. 37. 48. lat. 39. 40.","[[""39 40' N 37 48' E""]]",,39 40' N 37 48' E,39 40' N 37 48' E
v4-477-0,CORLIN,"CORLIN, (Géog. mod.)​ ville d’Allemagne dans la Poméranie ultérieure, sur la riviere de Persant. Lon. 33. 40. lat. 54. 10.","[[""54 10' N 33 40' E""]]",,54 10' N 33 40' E,54 10' N 33 40' E
v4-48-1,Constance,"Constance, (Géog.)​ ville impériale très-considérable du cercle de Souabe, située sur un lac de même nom. Sa long. est de 26. 58. & sa lat. de 47. 35. Elle est fameuse par le concile qui commença à s’y tenir en 1414, & qui finit en 1418. Voyez en l’histoire curieuse par M. Lenfant. C’est dans ce fameux concile œcuménique que fut décidée la supériorité du concile général au-dessus du pape ; que Jean XXIII. accusé de toutes sortes de crimes fut déposé, & que Jean Hus fut brûlé vif pour ses erreurs, malgré le sauf-conduit qui lui avoit été donné par l’empereur Sigismond : c’est, dit-on, ce qui a dégoûté les protestans de venir au concile de Trente, ou plûtôt ce qui leur a servi de prétexte pour s’en dispenser. Mais on a répondu solidement à leurs objections. V. Concile, Protestans, & Trente. Le célebre Jean Gerson joua un grand rôle à ce concile. L’évêque de Constance joüit d’un très-grand diocese, avec la qualité de prince de l’Empire. Le lac de Constance a environ sept milles d’Allemagne, ou plûtôt sept mille deux cents soixante-quinze toises de long, suivant la mesure qu’en prirent deux bourgeois de la ville qui furent curieux de le toiser en marchant sur la glace l’an 1596, que ce lac gela dans toute son étendue.","[[""47 35' N 26 58' E""]]",,47 35' N 26 58' E,47 35' N 26 58' E
v4-594-0,CORTONE,"*​ CORTONE, (Géog. mod.)​ petite ville d’Italie en Toscane, dans le Florentin. Long. 29. 37. latit. 43. 18.","[[""43 18' N 29 37' E""]]",,43 18' N 29 37' E,43 18' N 29 37' E
v4-933-1,Cowper,"Cowper, (Géog. mod.)​ ville d’Ecosse au comté de Fife. Long. 15. lat. 56. 34.","[[""56 34' N 15 E""]]",,56 34' N 15 E,56 34' N 15 O
v5-1006-0,EMBRUN ou AMBRUN,"EMBRUN ou AMBRUN, (Géog. mod.) ville du Dauphiné en France, elle est située proche de la Durance sur un rocher escarpé. Long. 24d 9'0"", lat. 44d 34'0"".","[['44 34\' 0"" N 24 9\' 0"" E']]",,"44 34' 0"" N 24 9' 0"" E","44 34' 0"" N 24 9' 0"" E"
v5-1132-0,EMPOLI,"EMPOLI, (Géogr. mod.)​ ville de la Toscane en Italie ; elle est située sur l’Arne. Long. 28. 40. lat. 43. 42.","[[""43 42' N 28 40' E""]]",,43 42' N 28 40' E,43 42' N 28 40' E
v5-1324-0,ENGIA,"ENGIA, (Géog. mod.)​ ville de Grece, située dans une île de même nom. Cette ile a cinq lieues de long sur trois lieues de large. Il y a le golfe d’Angia. Long. 41. 44. lat. 37. 45.","[[""37 45' N 41 44' E""]]",,37 45' N 41 44' E,37 45' N 41 44' E
v5-1410-0,ENSISHEIM,"ENSISHEIM, (Géog. mod.)​ ville de la haute Alsace, en France. Elle est située sur l’Ill. Long. 25d1′55″. lat. 47d51′2″.","[['47 51\' 2"" N 25 1\' 55"" E']]",,"47 51' 2"" N 25 1' 55"" E","47 51' 2"" N 25 1' 55"" E"
v5-1411-0,ENSKIRREN,"ENSKIRREN, (Géog. mod.)​ ville de Westphalie, en Allemagne. Elle appartient au duché de Juliers. Long. 23. 56. lat. 50. 58.","[[""50 58' N 23 56' E""]]",,50 58' N 23 56' E,50 58' N 23 56' E
v5-177-0,DOURLACH,"DOURLACH, (Géog. mod.)​ ville de la Souabe, en Allemagne ; elle est située sur la riviere de Giezen. Long. 27. 3. lat. 48. 58.","[[""48 58' N 27 3' E""]]",,48 58' N 27 3' E,48 58' N 27 3' E
v5-1830-0,ERKELENS,"ERKELENS, (Geog. mod.)​ ville du duché de Juliers en Alsace. Long. 24. 8. lat. 51. 6.","[[""51 6' N 24 8' E""]]",,51 6' N 24 8' E,51 6' N 24 8' E
v5-1931-0,ESLINGEN,"ESLINGEN (Géograph. mod.)​ ville du duché de Wirtemberg, dans le cercle de Soüabe, en Allemagne ; elle est située sur le Neckre. Long. 27. 50 lat. 48. 40.","[[""48 40' N 27 50' E""]]",,48 40' N 27 50' E,48 40' N 27 50' E
v5-1952-0,ESPERNAI,"ESPERNAI, (Géog. mod.)​ ville de Champagne en France, sur la Marne. Longit. 21. 46. lat. 49. 2.","[[""49 2' N 21 46' E""]]",,49 2' N 21 46' E,49 2' N 21 46' E
v5-20-0,DOÉ ou DOUÉ,"DOÉ ou DOUÉ, (Geog. mod.)​ ville d’Anjou en France ; elle est située à quatre lieues de la Loire. Long. 17. 15. lat. 47. 18.","[[""47 18' N 17 15' E""]]",,47 18' N 17 15' E,47 18' N 17 15' E
v5-2033-0,ESTAPO,"ESTAPO, (Géog. mod.)​ ville de la nouvelle Espagne, dans l’Amérique : elle est située à l’embouchure du Tlaluc. Long. 273. 40. lat. 17. 50.","[[""17 50' N 273 40' E""]]",,17 50' N 273 40' E,17 50' N 273 40' E
v5-206-0,DRAGUIGNAN,"DRAGUIGNAN, (Géog. mod.)​ ville de France, en Provence, sur la riviere de Pis. Longit. 24. 14. lat. 43. 34.","[[""43 34' N 24 14' E""]]",,43 34' N 24 14' E,43 34' N 24 14' E
v5-289-0,DUBLIN,"DUBLIN, (Géog. mod.)​ capitale de l’Irlande : elle est dans la province de Linster au comté de Dublin, sur le Liffi. Long. 11. 15. lat. 53. 18.","[[""53 18' N 11 15' E""]]",,53 18' N 11 15' E,53 18' N 11 15' O
v5-308-0,DULCIGNO ou DOLCIGNO,"DULCIGNO ou DOLCIGNO, (Géog. mod.)​ ville de la Turquie en Europe, dans la haute Albanie ; elle est sur le Drin, près de l’ancien Dulcigno. Longit. 37. 2. lat. 41. 54.","[[""41 54' N 37 2' E""]]",,41 54' N 37 2' E,41 54' N 37 2' E
v5-314-0,DUMFERMLING,"DUMFERMLING, (Géog. mod.)​ ville d’Ecosse, dans la province de Fife. Long. 15. 15. lat. 55. 54.","[[""55 54' N 15 15' E""]]",,55 54' N 15 15' E,55 54' N 15 15' E
v5-315-0,DUN,"DUN, (Géog. mod.)​ ville de France, au duché de Bar, sur la Meuse. Long. 22. 52. lat. 49. 22.","[[""49 22' N 22 52' E""]]",,49 22' N 22 52' E,49 22' N 22 52' E
v5-315-1,Dun-le-Roi,"Dun-le-Roi, (Géog. mod.)​ ville de France, dans le Berry, sur l’Aurone. Longit. 20d. 14′. 6″. lat. 46d. 53′. 5″.","[['46 53\' 5"" N 20 14\' 6"" E']]",,"46 53' 5"" N 20 14' 6"" E","46 53' 5"" N 20 14' 6"" E"
v5-320-0,DUNDALKE,"DUNDALKE, (Géog. mod.)​ ville d’Irlande, au comté de Louth, dans la province d’Ulte. Long. 11. 6. lat. 54. 1.","[[""54 1' N 11 6' E""]]",,54 1' N 11 6' E,54 1' N 11 6' E
v5-321-0,DUNDÉE,"DUNDÉE, (Géog. mod.)​ ville de l’Ecosse septentrionale, dans la province d’Angus ; elle est sur la Tay. Long. 15. 5. lat. 56. 42.","[[""56 42' N 15 5' E""]]",,56 42' N 15 5' E,56 42' N 15 5' E
v5-323-0,DUNEMONDE,"DUNEMONDE, (Géog. mod.)​ fort de Curlande ; il est à l’embouchure de la Duna. Long. 42. lat. 57.",[['57 N 42 E']],,57 N 42 E,57 N 42 E
v5-326-0,DUNFREIS,"DUNFREIS, (Géog. mod.)​ ville de l’Ecosse méridionale, dans la province de Nithisdale ; elle est sur le Nith. Long. 13. 50. lat. 55. 8.","[[""55 8' N 13 50' E""]]",,55 8' N 13 50' E,55 8' N 13 50' E
v5-336-0,DUNS,"DUNS, (Géog. mod.)​ ville à marché, de l’Ecosse méridionale, au comté de Mers. Lat. 55. 58. Long. 15. 15.","[[""55 58' N 15 15' E""]]",,55 58' N 15 15' E,55 58' N 15 15' E
v5-349-0,DURANGO,"DURANGO, (Géog. mod.)​ ville d’Espagne dans la Biscaye. Long. 14. 45. lat. 53. 18.","[[""53 18' N 14 45' E""]]",,53 18' N 14 45' E,53 18' N 14 45' E
v5-353-0,DURBU ou DURBUY,"DURBU ou DURBUY, (Géog. mod.)​ petite ville des Pays-bas, au comté de même nom, dans le duché de Luxembourg ; elle est sur l’Outre. Long. 23. 18. lat. 50. 15.","[[""50 15' N 23 18' E""]]",,50 15' N 23 18' E,50 15' N 23 18' E
v5-36-5,Dol,"Dol, (Géog. mod.)​ ville de France, à la haute Bretagne ; elle est à deux lieues de la mer. Long. 15. 53. lat. 48. 33. 9.","[['48 33\' 9"" N 15 53\' E']]",,"48 33' 9"" N 15 53' E","48 33' 9"" N 15 53' E"
v5-427-0,EBREUIL,"EBREUIL, (Géogr. mod.)​ ville d’Auvergne en France ; elle est sur la Scioule. Long. 20. 40. latit. 46. 5.","[[""46 5' N 20 40' E""]]",,46 5' N 20 40' E,46 5' N 20 40' E
v5-522-12,Echelles (les),"Echelles, (les) Géogr. mod.​ ville de Savoie, à deux lieues de la grande Chartreuse. Long. 23. 25. lat. 45. 20.","[[""45 20' N 23 25' E""]]",,45 20' N 23 25' E,45 20' N 23 25' E
v5-676-0,EDAM,"EDAM, (Géog. mod.)​ ville des Pays-bas hollandois sur le Zuiderzée. Long. 52. 33. latit. 22. 28.","[[""22 28' N 52 33' E""]]",,22 28' N 52 33' E,22 28' N 52 33' E
v5-829-0,ELBOURG,"ELBOURG, (Géog. mod.)​ ville du duché de Gueldres, aux Provinces-Unies : elle est située sur le Zuiderzée. Long. 23. 20. lat. 54. 12.","[[""54 12' N 23 20' E""]]",,54 12' N 23 20' E,54 12' N 23 20' E
v6-1021-0,FLINT,"FLINT, (Géog.)​ petite ville du pays de Galles, & capitale du Flintshire. Elle envoye un député au parlement, & est à 45 lieues N. O. de Londres. Long. 40d20′. lat. 53d15′.


Le Flintshire a 80 milles de tour, 28 paroisses, environ 160 milles arpens, 3150 maisons, & 3 villes, savoir Flint, Saint-Asaph, & Caërwisk. (D. J.)​","[[""53 15' N 40 20' E""]]",,53 15' N 40 20' E,53 15' N 40 20' E
v6-1028-0,FLORENTIN Saint,"FLORENTIN (Saint-), Géog.​ petite ville de Champagne dans le Sénonois sur l’Armençon, entre Joigny & Flogny, en latin, sancti Florentini fanum : dès le tems de S. Bernard elle portoit ce nom. Voyez dom Mabillon & M. le Bœuf. Elle est à 6 lieues N. E. d’Auxerre, 10 S. E. de Sens. Longit. 21d20′. latit. 47d56′. (D. J.)​","[[""47 56' N 21 20' E""]]",,47 56' N 21 20' E,47 56' N 21 20' E
v6-163-0,EVAUX,"EVAUX, (Géog. mod.)​ ville du Bourbonnois, en France. Long. 20. 10. lat. 46. 15.","[[""46 15' N 20 10' E""]]",,46 15' N 20 10' E,46 15' N 20 10' E
v6-336-0,EXILLES,"EXILLES, (Géog. mod.)​ ville de Piémont ; elle appartient au Briançonnois ; elle est située sur la Daire. Long. 24. 35. lat. 45. 5.","[[""45 5' N 24 35' E""]]",,45 5' N 24 35' E,45 5' N 24 35' E
v6-476-0,FAHLUN ou COPERBERG,"FAHLUN ou COPERBERG, (Géog.)​ ville de Suede en Dalécarlie, renommée par ses mines de cuivre. Voy. Cuivre. Elle est à 12 lieues O. de Gévali. Long. 33. 25. lat. 60. 30.","[[""60 30' N 33 25' E""]]",,60 30' N 33 25' E,60 30' N 33 25' E
v6-513-0,FALMOUTH,"FALMOUTH, (Géog.)​ c’est peut-être la Volibe de Ptolomée : bourg & port de mer sur la côte méridionale de Cornoüailles. Falmouth signifie l’embouchure de la Fale, parce que ce havre est l’embouchure de cette riviere. C’est un des meilleurs ports d’Angleterre, fortifié par le château de Mandai & le fort de Pindennis bâtis par Henri VIII. C’est de Falmouth que partent les paquebots pour Lisbonne. Long. 12. 36. lat. 50. 15. (D. J.)​","[[""50 15' N 12 36' E""]]",,50 15' N 12 36' E,50 15' N 12 36' O
v6-586-0,FASSEN,"FASSEN, (Géog.)​ pays d’Afrique dans la Numidie, situé entre les deserts de Libye, le pays des Negres, & l’Egypte. Sa capitale est à 44d de longitude & 26d de latitude, selon Dapper, dont le premier méridien passe à la pointe du cap Verd. (D. J.)​",[['26 N 44 E']],['cap Verd'],26 N 44 E,26 N 44 E
v6-668-0,FELDKIRCH ou VELDKIRCH,"FELDKIRCH ou VELDKIRCH, Velcurium, (Géogr.)​ ville d’Allemagne, capitale du comté de même nom, au Tirol, sur l’Ill, à deux milles d’Appenzell, entre le lac de Constance au septentrion, & Coire au midi ; elle est marchande, & a de beaux priviléges. Long. 27. 24. lat. 47. 14.


C’est à Feldkirch que naquit Bernhardi, (Barthélemi) fameux pour avoir été le premier ministre luthérien qui se soit marié publiquement, & qui ait soûtenu par ses écrits la condamnation du célibat des prêtres. Son mariage étonna Luther même, quoiqu’il approuvât son opinion ; mais il scandalisa tellement les Catholiques, qu’ils chercherent à s’en venger : de-là vint que des soldats espagnols étant entrés chez lui, le pendirent dans son cabinet ; heureusement sa femme accourut assez tôt pour le détacher & lui sauver la vie. Il mourut naturellement en 1551, âgé de soixante-quatre ans. (C. D. J.)​","[[""47 14' N 27 24' E""]]",,47 14' N 27 24' E,47 14' N 27 24' E
v6-707-0,FERDEN ou VERDEN,"FERDEN ou VERDEN, (Géog.)​ ville du cercle de la basse Saxe en Allemagne, capitale de la province du même nom, autrefois épiscopale & impériale, mais à-présent sujette à l’électeur d’Hannovre, auquel les Danois la cederent, après l’avoir prise en 1712. Elle est sur l’Aller proche le Wéser, à 10 lieues S. E. de Breme, 20 S. de Hambourg, 22 S. O. de Lunebourg, 20 N. O. d’Hannovre. Long. 26. 58. lat. 53. 3. (C. D. J.)​","[[""53 3' N 26 58' E""]]",,53 3' N 26 58' E,53 3' N 26 58' E
v6-860-0,FIFE,"FIFE (Géog.) Otholinia, province méridionale d'Ecosse, bornée au nord par le golfe de Fai ; à l'orient, par la mer ; au midi, par le golfe de Forth ; & à l'oüest, par les monts Orchell (Ochellhills): elle se divise fort communément en orient & occident. L'air y est bon, & ses bords sont fertiles en blé & en pâturages. Saint-André en est la capitale. Cette province fut d'abord nommée Ross, c'est-à-dire presqu'isle ; & en effet, c'en est une, qui fut réunie à la couronne sous le regne de Jacques I. M. de Lisle met la pointe la plus orientale de la province de Fife, dite Fife-ness, à 16 deg. 20 min. de long. & sa latit. à 56 deg. 27 min. (D.J.)","[[""56 27' N 16 20' E""]]",,56 27' N 16 20' E,56 27' N 16 20' O
v6-863-0,FIGEAC,"FIGEAC, (Géog.)​ bourg de France dans le Quercy, avec une ancienne abbaye de l’ordre de saint Benoît, fondée par le roi Pepin, où dont le monastere fut rebâti par ce prince l’an 755 : elle fut sécularisée par le pape Paul III. Figeac est sur la Selle, à 9 lieues N. E. de Cahors, & 19 lieues N. O. d’Albi. Long. 19d. 40′. latit. 44d. 40′. (D. J.)​","[[""44 40' N 19 40' E""]]",,44 40' N 19 40' E,44 40' N 19 40' E
v6-917-1,Final,"Final, (Géogr.)​ ville d’Italie, capitale d’un marquisat auquel elle donne son nom, & qui est enclavé dans l’état de Gènes. Final est sur la Méditerranée, à 12 lieues S. E. de Coni, 13 S. O. de Gènes, 22 S. E. de Turin, 24 S. O. de Casal. Long. 25d|52′ latit. 44d|18′. (C. D. J.)​","[[""44 18' N 25 52' E""]]",,44 18' N 25 52' E,44 18' N 25 52' E
v6-918-1,Finale ou Finale de Modene,"Finale ou Finale de Modene, (Géogr.)​ petite ville du Modénois en Italie ; elle est sur la riviere du Panaro, à 5 lieues N. E. de Modene, 49 S. E. de la Mirandole. Long. 28d|50′. latit. 44d|36′. (C. D. J.)​","[[""44 36' N 28 50' E""]]",,44 36' N 28 50' E,44 36' N 28 50' E
v7-1043-0,GIENZOR,"GIENZOR, (Géog.)​ ville ouverte d’Afrique dans la Barbarie, au royaume de Tripoli, dont elle est à quatre lieues. Long. 56. 35. lat. 34. 18. (D. J.)​","[[""34 18' N 56 35' E""]]",,34 18' N 56 35' E,34 18' N 56 35' E
v7-1044-0,GIERACE,"GIERACE, Hieracium ou Sancta Hieracia, (Géog.)​ ville d’Italie au royaume de Naples, dans la Calabre ultérieure, avec un évêché suffragant de Reggio. Elle est sur une montagne près de la mer, à 13 lieues N. E. de Reggio, 11 S. E. de Nicotera. Long. 34. 18. lat. 38. 15. (D. J.)​","[[""38 15' N 34 18' E""]]",,38 15' N 34 18' E,38 15' N 34 18' E
v7-1092-0,GISORS,"GISORS, (Géog.)​ petite ville de France en Normandie, capitale du Vexin-Normand, avec titre de comté & bailliage, qui est un des sept grands bailliages de Normandie. Cependant la ville n’est pas fort ancienne ; car elle doit son origine à un château que fit bâtir Guillaume le Roux, roi d’Angleterre & duc de Normandie, l’an 1097, comme l’assûre Ordéric Vital, qui nomme cette place Gisors, & au génitif Gisortis. Les écrivains qui sont venus après lui, l’ont appellé Gisortium : elle est sur l’Epte, dans un terrein fertile en excellent blé, à cinq lieues de Gournay, quatorze de Rouen, & seize de Paris. Long. 19d. 18′. latit. 49d. 13′. (D. J.)​","[[""49 13' N 19 18' E""]]",,49 13' N 19 18' E,49 13' N 19 18' E
v7-1095-0,GIVET,"GIVET, Givetum, (Géog.)​ petite ville de France aux Pays-Bas, divisée en deux par la Meuse, dont l’une s’appelle Givet Saint Hilaire, & l’autre, Givet Notre-Dame ; il y a de bonnes fortifications & de belles casernes, ouvrages du maréchal de Vauban. Givet est près de Charlemont, à neuf lieues sud-oüest de Namur, huit nord-est de Rocroi. Long. 22d22′. latit. 50d5′. (D. J.)​","[[""50 5' N 22 22' E""]]",,50 5' N 22 22' E,50 5' N 22 22' E
v7-1198-0,GOCH,"GOCH, Herenatium, (Géogr.)​ petite ville d’Allemagne au duché de Cleves, sujette au roi de Prusse. Elle est sur le Néers entre Cleves & Nimegue, à douze lieues sud-oüest de la premiere Goch : c’étoit vraissemblablement une habitation des anciens Gugerniens (Gugerni), qui habitoient le territoire de Juliers. Long. 23d. 44. latit. 51d. 40′. (D. J.)​","[[""51 40' N 23 44' E""]]",,51 40' N 23 44' E,51 40' N 23 44' E
v7-1217-0,GOLDBERG,"GOLDBERG, (Géogr.)​ ville de Silésie au duché de Lignitz, sur le ruisseau de Katzbach. Voyez l’his-​toire de cette ville. & de ses malheurs dans Zeyler Siles. Topog. pag. 147. Long. 33d. 45. latit. 51d. 3. (D. J.)​","[[""51 3' N 33 45' E""]]",,51 3' N 33 45' E,51 3' N 33 45' E
v7-1222-0,GOLNOW,"GOLNOW, Golnovia, (Géogr.)​ petite ville d’Allemagne dans la Poméranie ultérieure, sujette au roi de Prusse ; c’étoit autrefois la dixieme & la derniere des villes hanséatiques. Bogislas II. en fit une ville murée en 1180 ; un duc de Poméranie tua vers le milieu du siecle passé, dans une bruyere voisine de cette ville, un cerf dont le bois avoit 34 andouillers. Golnow est sur l’Ina proche l’Oder, à 6 lieues nord-est de Stétin, 7 sud-est de Cammin. Long. 30. 16. latit. 53. 32. (D. J.)​","[[""53 32' N 30 16' E""]]",,53 32' N 30 16' E,53 32' N 30 16' E
v7-1240-0,GONDRECOURT,"GONDRECOURT, Gundulphi curia, (Géogr.)​ petite ville de Lorraine au duché de Bar, sur la riviere d’Ornain, à 8 lieues S. de Saint-Mihel, 7 de Bar-le-Duc. Long. 23. 12. lat. 48. 30. (D. J.)​","[[""48 30' N 23 12' E""]]",,48 30' N 23 12' E,48 30' N 23 12' E
v7-1275-0,GORI,"GORI, (Géog.)​ petite ville d’Asie en Géorgie, dans une plaine entre deux montagnes, sur le bord du fleuve Kar, à environ vingt lieues de Téflis du côté du nord. Long. 62. 6. lat. 42. 8. (D. J.)​","[[""42 8' N 62 6' E""]]",,42 8' N 62 6' E,42 8' N 62 6' E
v7-1282-0,GOSLAR,"GOSLAR, Goslaria, (Géogr.)​ ville de la basse-Saxe où elle est enclavée dans l’état du duc de Brunswick ; elle est pourtant libre & impériale. Sa situation se trouve entre les montagnes du Hartz qui ont de fameuses mines d’argent, qu’on a découvertes par hasard en 972. Suivant Dresser, Goslar fut bâtie par Henri I. & fortifiée pour la premiere fois en 1201 ; elle est sur le ruisseau de Gose, à 19 lieues sud-est d’Hildesheim, 12 sud-oüest d’Alberstadt, 10 sud-oüest de Brunswick. Long. 28. 12. lat. 51. 55. (D. J.)​","[[""51 55' N 28 12' E""]]",,51 55' N 28 12' E,51 55' N 28 12' E
