id-enccre,headword,text,coordinates,meridian,coordinates_txt,gpt_preds
v7-313-0,FRASCATI ou FRESCATI,"FRASCATI ou FRESCATI, (Géogr. mod.) est en partie bâti sur les ruines du Tusculum de Ciceron. C'est une petite ville d'Italie sur une côte dans la campagne de Rome, à douze milles de cette ville S. E. avec un évêché qui ne releve que du pape, & l'un des six que les six plus anciens cardinaux ont le droit d'opter. Elle est connue par les palais & les jardins délicieux que les Italiens ont bâti dans son territoire, & qu'ils appellent des vignes, entre lesquels on remarque les vignes Ludovisia, Borghèse, & Aldobrandine. M. Matthéi a donné l'histoire de Frascati, le lecteur y peut recourir. Long. suivant le P. Borgondio, 30, 17, 30, latit. 42, 45, o. (D. J.)","[['42 45\' 0"" N 30 17\' 30"" E']]",,"42 45' 0"" N 30 17' 30"" E","42 45' N 30 17' 30"" O"
v7-334-0,FREIDBERG,"FREIDBERG, (Géog.)​ ville d’Allemagne en Misnie, remarquable par ses mines d’argent, de cuivre, d’étain & de plomb. Elle est sur la Multe à 14 lieues S. E. de Leipsik, six S. O. de Dresde. Zeyler nous​ en a donné l’histoire dans sa topographie de la Misnie, & peut-être aurons-nous un jour une exacte description de ses riches mines. Elle a produit quelques de lettres célebres, comme Horn (Gaspard Henri) jurisconsulte, mort en 1718, âgé de 68 ans ; Queltenberg (Jacques Aurele de), antiquaire du xv. siecle ; & Weller (Jerôme), mort en 1572, âgé de 63 ans, connu par plusieurs ouvrages théologiques latins, réimprimés à Leipsik dans le dernier siecle, en deux volumes in-fol. Longit. 32d15′. latit. 51d2′. (D. J.)​","[[""51 2' N 32 15' E""]]",,51 2' N 32 15' E,51 2' N 32 15' E
v7-365-0,FREYSACH,"FREYSACH, Virinum, (Géog.)​ selon quelques-uns, ancienne ville de la Carinthie, aux confins de la Styrie, dans l’archevêché de Saltzbourg ; elle a un terroir fertile, & est à 6 lieues de Saltzbourg V. Zeyler, Carinth. Topogr. Long. 36. lat. 38. 40. (D. J.)​","[[""38 40' N 36 E""]]",,38 40' N 36 E,38 40' N 36 E
v7-399-0,FRITZLAR,"FRITZLAR, (Géog.) petite ville d'Allemagne enclavée dans la basse-Hesse, sur la riviere d'Eder, entre Cassel & Marpurg, à six lieues S. O. de Cassel, à douze de Marpurg, & à quatres S. E. de Waldeck. Cette ville, qu'on conjecture être l'ancienne Bogadium, ou du-moins bâtie sur ses débris, a été impériale & libre ; mais elle appartient maintenant, avec son petit territoire, à l'archevêque de Mayence. Voyez Zeyler, Mogunt. archiep. topog. Dilichius, chroniq. de Hesse ; Crantz, hist. saxonne ; Serrarius, hist. rer. Mogunt ; Hubner, géog. Long. 26d. 55'. lat. 51d. 61. (D. J.)","[[""51 6' N 26 55' E""]]",,51 6' N 26 55' E,51 61' N 26 55' E
v7-4-0,FOEHR,"FOEHR, (Géogr.)​ petite île de la mer d’Allemagne sur la côte occidentale de Sleswick ; ses habitans conservent le langage, les mœurs, & l’habillement des anciens Frisons. Voyez Hermanides, Daniæ desc. Long. 26d18′. lat. 54d46′. (D. J.)​","[[""54 46' N 26 18' E""]]",,54 46' N 26 18' E,54 46' N 26 18' E
v7-539-0,GABARET,"GABARET, Gabaretum, (Géog.)​ ville de France du Condomois en Gascogne, capitale d’une petite contrée qu’on nomme le Gabardan. Elle est sur la Gélise entre Condom & Roquefort de Marsan, a neuf lieues de la premiere, & à l’orient de la seconde. Elle a eu ses comtes particuliers. Long. 17. 36. lat. 43. 59. (D. J.)​","[[""43 59' N 17 36' E""]]",,43 59' N 17 36' E,43 59' N 17 36' E
v7-66-0,FONING,"FONING, (Géog.) cité de la Chine dans la province de Fokien. Long. 4. 0. latit. 26. 33. suivant le P. Martini qui place le premier méridien au palais de Peking. (D. J.)","[[""26 33' N 4 0' E""]]",['Pékin'],26 33' N 4 0' E,26 33' N 4 0' E
v7-693-0,GANDERSHEIM,"GANDERSHEIM, (Géogr.)​ petite ville d’Allemagne au cercle de la basse Saxe, dans le duché de​Brunswic, à 6 lieues de Goslar, remarquable par son abbaye de filles nobles, fondée l’an 852. Cette ville est aujourd’hui protestante sous la protection du duc de Brunswic-Wolfenbutel. Long. 28. 10. lat. 51. 50. (D. J.)​","[[""51 50' N 28 10' E""]]",,51 50' N 28 10' E,51 50' N 28 10' E
v7-729-0,GARCIS,"GARCIS, (Géog.)​ petite ville d’Afrique assise sur un roc, près la riviere de Malacan dans la province de Cutz, au royaume de Fez. Elle est dans les cartes de la Lybie de Ptolomée, à 11d. de long. & à 32d. 40. de lat. sous le nom de Galafa. (D. J.)​","[[""32 40' N 11 E""]]",,32 40' N 11 E,32 40' N 11 E
v7-777-0,GARTZ,"GARTZ, Gartia, (Géog.)​ ville d’Allemagne dans la Poméranie, aux confins de la Marche de Brandebourg, & sujette au roi de Prusse. Barnime premier, duc de Poméranie, en fit une ville murée en 1258, & lui donna des terres. Longit. 38. 45. latit. 53. 13. (D. J.)​","[[""53 13' N 38 45' E""]]",,53 13' N 38 45' E,53 13' N 38 45' E
v7-830-2,Gaze,"Gaze, (Géog.)​ ancienne ville d’Asie dans la Palestine, à environ une lieue de la mer, avec un port qu’on appelle la nouvelle Gaze, Majama, & Constantia. Il y a près de la ville un château qui est la résidence d’un pacha ; elle est à vingt lieues de Jérusalem. Long. 52. 30. latit. 31. 28.


Nous avons encore des médailles de Gaze, qui prouvent que quand S. Luc (Act. VIII. vers. 26.) dit que cette ville étoit ἔρημος, ce mot ne doit point signifier deserte, mais comme l’entend Hesychius, ἀφύλακτος, c’est-à-dire démantelée. Gaze en hébreu signifie forte, fortifiée, & munie. En effet, la ville de Gaze étoit très-forte, au rapport de Méla, d’Arrien, & de Quinte-Curce, liv. IV. (D. J.)​","[[""31 28' N 52 30' E""]]",,31 28' N 52 30' E,31 28' N 52 30' E
v7-843-0,GEARON,"GEARON, (Géog.)​ ville de Perse au Tarsistan, entre Schiras & Bander-Congo, dans un terrein qui produit les meilleures dattes de toute la Perse. Long. 72. 32. latit. 28. 25. (D. J.)​","[[""28 25' N 72 32' E""]]",,28 25' N 72 32' E,28 25' N 72 32' E
v7-845-0,GEBHA,"GEBHA, (Géog.)​ ancienne ville ruinée de Barbarie au royaume de Fez dans la province d’Errif, à huit lieues de Vélez du côté du levant. Il y a tout près de cette ville un cap que les anciens nommoient le cap des oliviers, à cause de la quantité d’oliviers sauvages qui y sont. Ptolomée donne à Gebha 9d. de long. & 34d. 56′. de latit. (D. J.)​","[[""34 56' N 9 E""]]",,34 56' N 9 E,34 56' N 9 E
v7-850-0,GEGENBACH,"GEGENBACH, (Géog.)​ petite ville libre impériale d’Allemagne dans la Soüabe au Mordenaw, sous la protection de la maison d’Autriche ; elle est sur le Kintsig, à six lieues S. de Strasbourg, dix N. E. de Fribourg. Lon. 25. 40. 58. latit. 48. 24. 50. (D. J.)​","[['48 24\' 50"" N 25 40\' 58"" E']]",,"48 24' 50"" N 25 40' 58"" E","48 24' 50"" N 25 40' 58"" E"
v7-896-1,Gènes,"Gènes, (Géog.) Genua ; & dans les siecles ignorans du moyen âge, Janua, comme si Janus en étoit le fondateur ; ancienne, forte, riche ville, & l'une des principales d'Italie, capitale de la république de Gènes, avec un archevêché & un bon port. Les églises, les édifices publics & les palais y sont magnifiques : les palais se suivent sans être joints avec des maisons ordinaires ; ce qui fait le plus bel effet qu'on puisse desirer. Cette ville commerçante est presque au milieu de l'état de Gènes, en partie dans la plaine, & en partie sur une colline près de la Méditerranée, dans une heureuse & riante situation, à 28 lieues sud-oüest de Milan, 25 sud-est de Turin, 26 sud-oüest de Parme, 45 nord-oüest de Florence, 90 nord-oüest de Rome. Long. suivant Salvego, Cassini & le pere Grimaldi, 26d. 7'. 15"". latit. 44d. 25'. 0"". (D. J.)","[['44 25\' 0"" N 26 7\' 15"" E']]",,"44 25' 0"" N 26 7' 15"" E","44 25' 0"" N 26 7' 15"" E"
v7-953-4,George de la Mine (Saint),"George de la Mine, (saint) Géog.​ bourgade d’Afrique en Guinée, avec un fort château près de la mer, & un port qui tire son nom des mines d’or qu’on dit être dans son voisinage. Les Hollandois se sont emparés de ce lieu sur les Portugais. Long. 17. latit. 5. 20. (D. J.)​","[[""5 20' N 17 E""]]",,5 20' N 17 E,5 20' N 17 O
v7-954-0,GÉORGIE,"GÉORGIE, (Géog.) pays d'Asie qui fait partie de la Perse entre la mer Noire & la mer Caspienne. La Géorgie est bornée au nord par la Circassie, à l'orient par le Daghestan & le Schirvan, au midi par l'Arménie, & au couchant par la mer Noire. Elle comprend la Colchide & l'Ibérie des anciens, tandis que le Daghestan & le Schirvan forment à-peu-près l'ancienne Albanie. Elle est divisée par les montagnes en deux parties: l'une orientale où sont les royaumes de Caket au nord, & de Carduel au midi ; l'autre occidentale qui comprend au nord les Abcasses, la Mingrélie, l'Imirete & le Guriel ; tout ce pays est nommé Gurgistan par les orientaux. La riviere de Kur le traverse, & elle porte bateau, ce qui n'est pas commun aux rivieres de Perse. Téfslis capitale de la Georgie, est au 83d. de long. & au 43d. de lat. Cette vaste région pour la possession ou la protection de laquelle les Persans & les Turcs ont si long-tems combattu, & qui est enfin restée aux premiers, fait un état des plus fertiles de l'Asie. Il n'en est guere de plus abondant, ni où le bétail, le gibier, le poisson, la volaille, les fruits, les vins soient plus délicieux. Les vins du pays, sur-tout ceux de Téflis, se transportent en Arménie, en Médie & jusqu'à Ispahan, où ils sont réservés pour la table du Sophi. La soie s'y recueille en quantité; mais les Géorgiens qui la savent mal apprêter, & qui n'ont guere de manufactures chez eux pour l'employer, la portent chez leurs voisins, & en font un grand négoce en plusieurs endroits de Turquie, sur-tout à Arzeron & aux environs. Les seigneurs & les peres étant maîtres en Géorgie de la liberté & de la vie, ceux-ci de leurs enfans, & ceux-là de leurs vassaux ; le commerce des esclaves y est très-considérable, & il sort chaque année plusieurs milliers de ces malheureux de l'un & de l'autre sexe avant l'âge de puberté, lesquels pour ainsi dire, se partagent entre les Turcs & les Persans qui en remplissent leurs serrails. C'est particulierement parmi les jeunes filles de cette nation (dont le sang est si beau qu'on n'y voit aucun visage qui soit laid), que les rois & les seigneurs de Perse choississent ce grand nombre de concubines, dont les orientaux se font honneur. Il y a même des défenses très-expresses d'en trafiquer ailleurs qu'on Perse ; les filles georgiennes étant, si l'on peut parler ainsi, regardées comme une marchandise de contrebande qu'il n'est pas permis de faire sortir hors du pays. Il faut remarquer que de tout tems on a fait ce commerce ; on y vendoit autrefois les beaux garçons aux Grecs. Ils sont, dit Strabon, plus grands & plus beaux que les autres hommes, & les géorgiennes plus grandes & plus belles que les autres femmes. Le sang de Géorgie est le plus beau du monde, dit Chardin : la nature, ajoûte-t-il, a répandu sur la plûpart des femmes des graces qu'on ne voit point ailleurs ; & l'on ne trouve en aucun lieu ni de plus jolis visages, ni de plus fines tailles que celles des géorgiennes ; mais, continue-t-il, leur impudicité est excessive. On voit en Géorgie des Grecs, des Juifs, des Turcs, des Persans, des Indiens, des Tartares & des Européens. Les Arméniens y sont presqu'en aussi grand nombre que les naturels même. Souverainement méprisés ils remplissent les petites charges, font la plus considérable partie du commerce de Géorgie, & s'enrichissent aux dépens du pays. Quoique les moeurs & les coûtumes des Géorgiens soient un mélange de celles de la plûpart des peuples qui les environnent, ils ont en particulier cet étrange usage, que les gens de qualité y exercent l'emploi de bourreau ; bien loin qu'il soit réputé infame en Géorgie, comme dans le reste du monde, c'est un titre glorieux pour les familles. Les maisons des grands & les lieux publics sont construits sur le modcle des édifices de Perse, mais la plûpart des églises sont bâties sur le haut des montagnes, en des lieux presqu'inaccessibles ; on les salue de loin, & on n'y va presque jamais : cependant il y a plusieurs évêques en Géorgie, un archevêque, un patriarche ; & c'est le viceroi, autrement dit gorel, nommé par le sophi, & toûjours mahométan de religion, qui remplit les prélatures. Voilà le précis de ce que j'ai lû de plus curieux sur la Géorgie dans Chardin, Tavernier, Thévenot, Tournefort & la Motraye, & ce précis m'a paru digne d'avoir ici sa place. (D J.)",[['43 N 83 E']],,43 N 83 E,43 N 83 E
v7-969-0,"GERBES, Isle de","GERBES, (Isle de) Géog.​ L’île de Gerbes, autrement Zerbi, est une petite île d’Afrique au royaume de Tunis, sur la côte de Barbarie, dans la Méditerranée ; elle ne rapporte que de l’orge en fait de grains, mais elle produit beaucoup de figues, d’olives, & quantité de raisins, que les habitans sont sécher pour en trafiquer. C’est sur la côte de cette île qu’on trouve le Lothus, dont le fruit a, dit-on, un goût si délicieux dans sa maturité, que les Poëtes feignirent qu’Ulysse & ses compagnons, ayant été jettés dans cet endroit par la tempête, & ayant mangé de cet excellent fruit, perdirent entierement le desir de retourner dans leur patrie. Les Grecs en l’honneur de ce fruit nommerent Lothophages les habitans de cette île. Elle dépend du pacha de Tripoli depuis que les Turcs en ont chassé les ducs d’Albe & de Medinacéli. Long. 29. 5. lat. 32. 10. (D. J.)​","[[""32 10' N 29 5' E""]]",,32 10' N 29 5' E,32 10' N 29 5' E
v8-1082-0,HONOLSTEIN,"HONOLSTEIN, (Géog.)​ petite ville & bailliage d’Allemagne, dans l’électorat de Trèves. Long. 24. 40. latit. 49. 48. (D. J.)​","[[""49 48' N 24 40' E""]]",,49 48' N 24 40' E,49 48' N 24 40' E
v8-1124-0,HORBERG,"HORBERG, (Géogr.)​ ancienne ville & baronnie d’Allemagne, dans la Forêt-noire, au duché de Wurtemberg, avec une espece de forteresse sur une montagne ; elle est sur la riviere de Gutach, à cinq lieues nord-ouest de Rotweil, six nord-est de Fribourg. Long. 24. 56. lat. 48. 10. (D. J.)​","[[""48 10' N 24 56' E""]]",,48 10' N 24 56' E,48 10' N 24 56' E
v8-1223-0,HRADISCH,"HRADISCH, (Géog.)​ ville de Bohème en Moravie, sur la Morave, à six milles S. E. d’Olmutz, & à pareille distance de Brinn. Long. 35. 28. lat. 49. 6. (D. J.)​","[[""49 6' N 35 28' E""]]",,49 6' N 35 28' E,49 6' N 35 28' E
v8-1232-0,"HUBERT, Saint","HUBERT, Saint (Géog.)​ petite ville des Pays-bas, au Comté de Chiny, avec une abbaye, dont l’abbé est sous la protection de la France. Ce bourg est aux confins des Ardennes, à 8 lieues N. E. de Bouillon, 10 S. E. de Dinant, 16 S O. de Liege, 60. N. E. de Paris. Long. 23. lat. 53. (D. J.)​",[['53 N 23 E']],,53 N 23 E,53 N 23 E
v8-1245-0,HUESCAR,"HUESCAR, (Géog.)​ ville d’Espagne au royaume de Grenade, dans une plaine, au pied du mont Sagra, à 2 lieues N. E. de Grenade. Longit. 15. 50. latit. 37. 32. (D. J.)​","[[""37 32' N 15 50' E""]]",,37 32' N 15 50' E,37 32' N 15 50' E
v8-1267-0,HULL,"HULL, (Géog.)​ Hullum, ville forte & commerçante d’Angleterre en Yorkshire, avec un bon port & un arsenal, au confluent de la riviere de même nom avec celle de Humber. Edouart Ier en est le fondateur ; elle est à 12 lieues S. E. d’Yorck. Long. suivant Strect, 19. 40. 49. lat. 53, 50. (D. J.)​","[['53 50\' N 19 40\' 49"" E']]",,"53 50' N 19 40' 49"" E","53 50' N 19 40' 49"" E"
v8-1271-0,HULST,"HULST, (Géog.)​ petite, mais forte ville des Pays-Bas Hollandois, au Comté de Flandres, capitale d’un bailliage de même nom au quartier de Gand. Elle fut enfermée de murailles en 1426. Les confédérés la prirent en 1578, le duc de Parme en 1583, le prince Maurice en 1591, l’archiduc Albert en 1596, & Fredéric-Henri, prince d’Orange, la reprit aux Espagnols en 1615. depuis ce tems elle est restée aux Hollandois. Elle est à 6 lieues N. O. d’Anvers, 7 N. E. de Gand. Longit. 21. 35. latit. 51. 16.


C’est la patrie de Cornelius Jansénius, professeur en Théologie à Louvain, & qui à son retour du Concile de Trente, fut récompensé par le pape de l’évêché de Gand, où il mourut en 1576, âgé de 66 ans. Quoiqu’il ait publié plusieurs ouvrages, il ne faut pas le confondre avec le fameux Corneille Jansénius, qui étoit évêque d’Ypres en 1635, mort de la peste en 1638, & qui, depuis son décès, est devenu, sans s’en douter, chef d’une secte que la seule persécution peut étendre dans l’église & dans l’état. (D. J.)​","[[""51 16' N 21 35' E""]]",,51 16' N 21 35' E,51 16' N 21 35' E
v8-1627-0,JAGUANA,"JAGUANA, (Géog.)​ les Espagnols la nomment Santa-Maria del Puerto, fanum sanctoe-Mariæ ad Portum ; petite ville de l’Amérique, dans l’île Hispaniola, à soixante lieues de Saint-Domingue. Elle fut surprise par les Anglois en 1591, mais ils l’ont rendue aux Espagnols. Long. 306. 15. lat. 19. 25. (D. J.)​","[[""19 25' N 306 15' E""]]",,19 25' N 306 15' E,19 25' N 306 15' O
v8-1661-0,JAMA,"JAMA, (Géog.)​ ville de l’empire russien, sur la riviere de même nom, dans l’Ingrie, à deux milles géographiques, N. E. de Narva. Longitude 47. lat. 59. 15. (D. J.)​","[[""59 15' N 47 E""]]",,59 15' N 47 E,59 15' N 47 E
v8-1685-4,James-Town,"James-Town, (Géog.)​ ville de l’Amérique septentrionale, capitale de la Virginie, sur la riviere de Powatan, dans une contrée nommée James-Land ; elle est sur une presqu’île au nord de la riviere, à environ 40 milles au-dessus de son embouchure ; elle a été bâtie par les Anglois en 1607. Long. 300. 5. lat. 37. (D. J.)​","[[""37 N 300 5' E""]]",,37 N 300 5' E,37 N 300 5' O
v8-1756-0,JAROMITZ,"JAROMITZ, (Géog.)​ petite ville de Bohème sur l’Elbe, à 11 lieues S. O. de Glatz 25 N. E. de Prague. Long. 33. 55. lat. 50. 18. (D. J.)​","[[""50 18' N 33 55' E""]]",,50 18' N 33 55' E,50 18' N 33 55' E
v8-1815-0,IBURG,"IBURG, (Géog.)​ petite ville d’Allemagne au cercle de Westphalie, dans l’évêché d’Osnabruck ; elle est à quatre lieues d’Osnabruck, 12. N. E. de Munster. Long. 25. 46. lat. 52. 20. (D. J.)​","[[""52 20' N 25 46' E""]]",,52 20' N 25 46' E,52 20' N 25 46' E
v8-1864-0,IDANHA-NUEVA,"IDANHA-NUEVA, (Géog.)​ petite ville de Portugal dans la province de Béira, à deux lieues S. O. de la vieille Idanha. Longit. 11. 23. latit. 39. 42. (D. J.)​","[[""39 42' N 11 23' E""]]",,39 42' N 11 23' E,39 42' N 11 23' O
v8-1899-0,IÉDO,"IÉDO, (Géog.)​ ville d’Asie, capitale du Japon,​ dans l’île de Niphon, avec un superbe palais fortifié, où l’empereur fait sa résidence.


Iédo est une des cinq grandes villes de commerce qui appartiennent au domaine de l’empereur, ou aux terres de la couronne ; mais elle est comptée comme la premiere, la plus considérable & la plus vaste de tout l’empire. Kœmpfer la regarde comme une des plus grandes villes du monde connu ; il mit un jour entier pour aller d’un bout à l’autre dans sa longueur : le nombre de ses habitans est prodigieux. La riviere de Tonkaw la traverse, & se jette dans la mer par cinq embouchures. On a construit sur cette riviere un pont de 42 brasses de longueur. Les maisons des particuliers sont petites, basses, & bâties de bois, ce qui occasionne souvent des incendies ; mais il y a quantité de palais bâtis de pierre, & de temples superbes consacrés aux dieux de toutes les sectes & religions établies au Japon. Le château destiné pour l’empereur & sa cour, a environ 5 lieues du pays de circuit ; celui que l’empereur habite en particulier, est fortifié de toutes parts ; la structure des appartemens qui le composent, & qui sont immenses pour la grandeur, est d’une beauté exquise selon l’architecture du pays, qui n’est pas la nôtre, & qui ne connoît ni regle, ni dessein, ni proportion ; les plafonds, les solives, & les piliers, sont de cedre, de camphre, de bois de jeseri, dont les veines forment naturellement des fleurs & d’autres figures. Le lecteur trouvera la description complette d’Iédo dans Kœmpfer. Long 157. lat. 35. 32. (D. J.)​","[[""35 32' N 157 E""]]",,35 32' N 157 E,35 32' N 157 E
v8-1910-0,JÈNE,"JÈNE, (Géog.)​ ville d’Allemagne en Thuringe, dans les états de la maison de Saxe-Eisenac, avec une université qui fait tout son lustre. Elle est sur la Sala, à 2 lieues sud-est de Weimar, 4 sud-ouest de Naunbourg, 7 sud-est d’Erford. Schutteus (Joh. Henr.) a donné une description de ses fossiles & de ses minéraux, sous le titre de Orychtographia Jenensis. Lipsiæ, 1720, in-8°. Long. selon Cassini, 28, 55, 30, lat. 54, 25.


Entre les médecins qu’a produits Jène, car la médecine y est cultivée, je me contenterai de nommer Schelhammer (Gonthier Christophe), qui a publié plusieurs ouvrages dont les principaux sont : In physiologiam introductio, Helmstad 1681, in-4°. De auditu, Lugd. Batav. 1684. in-8°. De tumoribus, Jenæ 1695, in-4°. De nitro, vitriolo, alumine & atramentis, Amstel 1709, in-8°. (D. J.)​","[['54 25\' N 28 55\' 30"" E']]",,"54 25' N 28 55' 30"" E","54 25' N 28 55' 30"" E"
v8-1916-0,JÉNIZZAR,"JÉNIZZAR, (Géog.)​ ville de Grece dans la Macédoine, près du golfe de Salonique, dans le Coménolitari, bâtie sur les ruines de l’ancienne Pella, patrie d’Alexandre le Grand. Elle est à 5 lieues sud-ouest de Salonique, 7 nord-est de Caravéria. Long. 40. 12. lat. 40. 38.


Il y a une autre petite ville de ce nom dans la Janna, & qui est l’ancienne Pheræ de Thessalie. (D. J.)​","[[""40 38' N 40 12' E""]]",,40 38' N 40 12' E,40 38' N 40 12' E
v8-1973-0,IGLÉSIAS,"IGLÉSIAS, (Géog.)​ ville de la partie méridionale de l’île de Sardaigne, avec un évêché suffragant de Cagliari. Elle est située à l’ouest, & au fond du golphe, auquel elle a donné son nom. Long. 26. 28. lat. 30. 30. (D. J.)​","[[""30 30' N 26 28' E""]]",,30 30' N 26 28' E,30 30' N 26 28' E
v8-201-0,HAMELN,"HAMELN, (Géog.)​ ville forte d’Allemagne, dans la basse-Saxe, au duché de Calemberg, à l’extrémité du duché de Brunswick, dont elle est une clef. Elle est agréablement située au confluent de la riviere de Hamel avec le Weser, à neuf lieues S. O. d’Hanover, seize N. E. de Paderborn, dix-sept S. O. de Brunswick. En 1542 elle embrassa la confession d’Ausbourg ; c’est à un mille de cette ville que sont les eaux de Pyrmond. Long. 27. 10. latit. 52. 13. (D. J.)​","[[""52 13' N 27 10' E""]]",,52 13' N 27 10' E,52 13' N 27 10' E
v8-2030-0,ILLIFONSO de los Zapotecas Sant,"ILLIFONSO de los Zapotecas Sant.,​(Géog.)​ ville deserte de l’Amérique septentrionale, dans la nouvelle Espagne, au diocèse de Guaxaca. Elle est sur une montagne, à 20 lieues N. E. d’Antequera. Long. 280. 5. lat. 17. 35. (D. J.)​","[[""17 35' N 280 5' E""]]",,17 35' N 280 5' E,17 35' N 280 5' O
v8-2097-0,IMOLA,"IMOLA, (Géog.)​ ville d’Italie & de l’état de l’Eglise dans la Romagne, avec un évêché suffragant de Ravenne. Cette ville est bien ancienne ; Cicéron en parle dans une de ses lettres, liv. XII. épit. 5. Strabon l’appelle Φόρον Κορνήλιον. Le poëte Martial nous dit y avoir fait quelque séjour ; & Prudence nous apprend qu’elle avoit été fondée par Sylla.


Vers la décadence de l’empire, on y bâtit une citadelle nommée Imola, nom qui est resté à cette ville ; elle fut ruinée par Narsès, & réparée par Ivon II. roi des Lombards ; ensuite les Bolonois, les Manfrédi, Galéas Sforce en devinrent les maîtres ; enfin César-Borgia la prit, & la soumit au S. Siege, qui en est demeuré possesseur. Elle est sur le Santerno à trois lieues N. O. de Faenza, huit S. E. de Bologne, neuf S. O. de Ravenne, dix-huit N. E. de Florence, soixante-cinq N. de Rome. Long. 29. 18. lat. 44. 22.


Imola a produit quelques gens de lettres en divers genres, comme le poëte Flaminio, le jurisconsulte Tartagny, & l’anatomiste Valsalva.


Flaminio (Marc Antoine) fut le premier de son​pays, dit M. de Thou, qui exprima assez heureusement en vers latins la majesté des pseaumes de David, & il invita par son exemple, François Spinola à prétendre à la même gloire. Il mourut jeune dans la bienveillance du Cardinal Farnese & du Cardinal Polus en 1550.


Tartagny (Alexandre) étoit un des habiles jurisconsultes de son siecle ; on le nommoit alors en Italie le monarque du droit ; ses conseils, ses traités sur les clémentines, sur le texte des decrétales, & ses autres ouvrages qu’on ne lit plus aujourd’hui, ont été souvent imprimés, comme à Venise en 1571, à Francfort en 1575, à Lyon en 1585, &c. Il mourut à Bologne en 1487 âgé de cinquante-trois ans.


Valsalva (Antoine Marie) mort en 1713 à cinquante-sept ans, fut disciple de Malpighi, & s’est distingué par son excellent traité de aure humanâ, dont la meilleure édition est Bononiæ 1704, in-4°. avec figures. (D. J.)​","[[""44 22' N 29 18' E""]]",,44 22' N 29 18' E,44 22' N 29 18' E
v8-211-0,HAMONT,"HAMONT, (Géog.)​ petite ville d’Allemagne en Westphalie, dans l’évêché de Liége, à douze lieues N. O. de Mastricht. Longit. 23. 16. latit. 51. 17. (D. J.)​","[[""51 17' N 23 16' E""]]",,51 17' N 23 16' E,51 17' N 23 16' E
v8-2434-0,INGELHEIM,"INGELHEIM, (Géog.)​ Angilæmum ou Ingilenheimum, petite ville d’Allemagne, au palatinat du Rhin, dans le Nahegow, & presque enclavée dans l’archevêché de Mayence. Elle est remarquable par plusieurs conciles qui s’y sont tenus, & pour avoir été le séjour de divers empereurs ; mais elle n’est point le lieu de la naissance de Charlemagne ; ce prince naquit à Carlsbourg, château de la haute-Baviere, qui en a pris son nom. Ingelheim n’a rien conservé de sa premiere splendeur, c’est une ville fort délabrée. Elle est située sur la rive orientale de la Sala, sur une hauteur, d’où l’on a une vûe charmante, à 2 lieues S. O. de Mayence, 2. O. de Bingen. Long. 25. 40. lat. 49. 59.


Ingelheim est la patrie de Sébastien Munster, habile & laborieux écrivain du commencement du xvjsiecle. On a de lui un dictionnaire & une grammaire hébraïque, une grammaire chaldaïque, une géographie universelle, intitulée Cosmographie selon l’usage de ces tems-là, une horologiographie, & plusieurs autres ouvrages. Il mourut de la peste à Bâle, en 1552, à 63 ans. (D. J.)​","[[""49 59' N 25 40' E""]]",,49 59' N 25 40' E,49 59' N 25 40' E
v8-2441-0,INGRANDE,"INGRANDE, Igorandis, (Géog.)​ petite ville de Bretagne au bord de la Loire, aux confins de l’Anjou ; elle fait la séparation de l’Anjou & de la Bretagne. Long. 18. 45. lat. 46. 34. (D. J.)​","[[""46 34' N 18 45' E""]]",,46 34' N 18 45' E,46 34' N 18 45' E
v8-2472-0,INNÉRATA,"INNÉRATA, (Géog.)​ petite ville d’Ecosse, ca-​pitale de la province d’Argyle ; elle est sur le bord du lac Gilb, qui communique avec la baie, qu’on appelle Lockfin. Sa position est à 14 lieues N. O. d’Edimbourg, 112 N. O. de Londres. Long. 12. 15. lat. 56. 32. (D. J.)​","[[""56 32' N 12 15' E""]]",,56 32' N 12 15' E,56 32' N 12 15' E
v8-2474-0,INNERNESS,"INNERNESS, Innernium, (Géog.)​ Cambden dit Nessum ad cognominem fluvium, ville de l’Ecosse septentrionale, capitale d’une contrée de même nom, avec un port. C’est une ville commerçante ; les rois d’Ecosse y faisoient autrefois leur résidence dans le château qui est bâti sur une colline. Elle est à l’embouchure de la Ness, à 34 lieues d’Edinbourg, 130 N. O. de Londres. Long. 13. 58. lat. 57. 36. (D. J.)​","[[""57 36' N 13 58' E""]]",,57 36' N 13 58' E,57 36' N 13 58' O
v8-269-0,HARFLEUR,"HARFLEUR, Hareflotum, Harslevium, &c. (Géog.)​ ancienne ville de France en Normandie, au pays de Caux ; ses fortifications ont été rasées & son port s’est comblé. Les Anglois la prirent d’assaut en 1415. Voyez la descript. historique & géographique de la haute Normandie, où vous trouverez des détails sur cette ville. Elle est près de la mer, sur la Lezarde, à une lieue de Montivilliers, deux du Havre, six S. O. de Fécamp, quarante-quatre N. O. de Rouen, seize N. O. de Paris. Long. 21. 51. 27. latit. 49. 30. 23. (D. J.)​","[['49 30\' 23"" N 21 51\' 27"" E']]",,"49 30' 23"" N 21 51' 27"" E","49 30' 23"" N 21 51' 27"" E"
